id,type,latitude,longitude,shop_type,name,address,street,city,postcode
2885644005,node,53.3126407,-6.2738469,deli,The Butler's Pantry,"98, Rathgar Road",Rathgar Road,,
2885644006,node,53.3125894,-6.2739005,clothes,99b (shop name),"99b, Rathgar Road",Rathgar Road,,
2885644007,node,53.312559,-6.2739407,butcher,John Byrne & Sons,"99c, Rathgar Road, Dublin",Rathgar Road,Dublin,
2885653681,node,53.3441043,-6.2622982,stationery,Pen Corner,"College Green, Dublin",College Green,Dublin,
2886076829,node,53.3173306,-6.2701986,flooring,Trunk Porter,"154, Rathgar Road, Dublin",Rathgar Road,Dublin,
2886146553,node,53.3216994,-6.2672299,beauty,Thai Massage & Spa,"14, Rathgar Road, Dublin",Rathgar Road,Dublin,
2886146554,node,53.3217299,-6.2671387,hairdresser,Headquarters Hair Salon,Rathgar Road,Rathgar Road,,
2886195164,node,53.3218709,-6.2662723,electronics,Unknown,"1, Rathgar Road",Rathgar Road,,
2886195173,node,53.3225403,-6.2657701,hairdresser,Just Cuts,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2886195174,node,53.3225721,-6.2657998,beauty,Pro Style,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2886195176,node,53.3227286,-6.2657345,hairdresser,Dr. Ali Istanbul Barber,"189, Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2886195177,node,53.3228219,-6.2657523,optician,Rathmines Eye Centre,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2886224629,node,53.3254218,-6.2653235,laundry,LaundryOnline,"141, Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2886224631,node,53.3255761,-6.2652936,food,Moldova,"135, Rathmines Road Lower",Rathmines Road Lower,,
2886231111,node,53.3261979,-6.2651698,charity,Irish Cancer Society,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2886231112,node,53.3262436,-6.2651617,beauty,Sandy Nails,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2886231116,node,53.326505,-6.2651081,printer_ink,The Cartridge Shop,Rathmines Road Lower,Rathmines Road Lower,,
2886231117,node,53.3266933,-6.2650723,supermarket,Oriental Emporium,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2894521241,node,53.2739233,-7.4976488,hairdresser,Deirdre's Hair Care,,,,
2894521242,node,53.2739618,-7.4975522,butcher,Crossan's,,,,
2895093165,node,54.2422921,-6.9997565,clothes,Next,"4, Monaghan Retail Park, Monaghan",Monaghan Retail Park,Monaghan,
2895162516,node,53.3433482,-6.2504692,newsagent,Students' Union Shop,College Green,College Green,,
2895176498,node,53.3446565,-6.2589013,newsagent,Students' Union Shop,,,,
2900017814,node,53.699237,-7.6175372,tyres,Unknown,,,,
2909245157,node,55.4240839,-5.6058672,books,The Old Bookshelf,"8, Cross Street, Campbeltown, PA28 6HU",Cross Street,Campbeltown,PA28 6HU
2909381182,node,53.3470032,-6.250037,furniture,Matthews carpets,,,,
2912471860,node,54.9457905,-7.7018836,car,Unknown,"Letterkenny, F92 ETF3",,Letterkenny,F92 ETF3
2912860743,node,53.3340526,-6.3356036,wholesale,Slovak Point Distribution Warehouse,"Unit 2, Kylemore Way, Dublin",Kylemore Way,Dublin,
2913016244,node,53.3859963,-9.2129189,gift,Unknown,,,,
2913037943,node,53.4886601,-10.0205205,bicycle,John Mannion Cycles Gas,,,,
2915114906,node,53.5600726,-9.8921336,gift,Unknown,,,,
2915114907,node,53.5601776,-9.8913097,ticket,Unknown,,,,
2918993788,node,53.8555759,-9.3011984,butcher,Hopkins,,,,
2918993789,node,53.8556169,-9.301154,greengrocer,Liams Fruit and Veg,,,,
2919505384,node,53.2525323,-6.1858976,sports,Halpenny Golf,"225, The Park",The Park,,
2919505385,node,53.2508086,-6.1826343,carpet,T.C. Mathews Carpets,,,,
2923309570,node,53.3687462,-6.2554381,convenience,Londis,"1, Millmount Terrace",Millmount Terrace,,
2934179786,node,53.38452,-6.4020933,supermarket,Polo Stores,,,,
2937441048,node,54.4904217,-6.0667567,catalogue,Argos,,,,
2939184069,node,53.3540268,-6.2888034,tattoo,Poison Ink,"73, Aughrim Street",Aughrim Street,,
2939184207,node,53.3540686,-6.2888798,bicycle,Little Bikes,"Aughrim Street, Dublin",Aughrim Street,Dublin,
2939213024,node,53.3559411,-6.2871591,bakery,Thunders home bakery,"9, Prussia Street",Prussia Street,,
2939867278,node,53.3539383,-6.4026059,bookmaker,Paddy Power,,,,
2940314532,node,53.342023,-6.2636804,supermarket,Asia Market,"18, Drury Street, Dublin, D02 W017",Drury Street,Dublin,D02 W017
2940556705,node,53.3559035,-6.2869101,butcher,Buffy's Butchers,"6, Prussia Street",Prussia Street,,
2940556708,node,53.355925,-6.2873379,charity,Respect,"11, Prussia Street",Prussia Street,,
2940556714,node,53.3559364,-6.2872524,convenience,Kelch's,"10, Prussia Street",Prussia Street,,
2940556716,node,53.3559182,-6.2876175,hardware,ND Electrical,Prussia Street,Prussia Street,,
2940556717,node,53.3563314,-6.2868245,hardware,Points & Plugs,Prussia Street,Prussia Street,,
2940556718,node,53.3559091,-6.2869956,dry_cleaning,Roberts Dry Cleaners,"7, Prussia Street",Prussia Street,,
2940556719,node,53.3562349,-6.2868283,hairdresser,Sam's Barbers,Prussia Street,Prussia Street,,
2940666208,node,53.3511985,-6.2829929,florist,Kane's Florist,"Manor Street, Dublin",Manor Street,Dublin,
2940666209,node,53.3511644,-6.282964,doityourself,Manor D.I.Y.,"Manor Street, Dublin",Manor Street,Dublin,
2940666215,node,53.3507744,-6.282406,hairdresser,Beauty Bee Salon,"Stoneybatter, Dublin",Stoneybatter,Dublin,
2940666220,node,53.3507048,-6.2822751,greengrocer,The Green Grocer,"Stoneybatter, Dublin",Stoneybatter,Dublin,
2940666221,node,53.3508104,-6.2824518,gift,Project 29,"Stoneybatter, Dublin",Stoneybatter,Dublin,
2940666222,node,53.3505986,-6.2821505,butcher,Mahon's Butchers,"Stoneybatter, Dublin",Stoneybatter,Dublin,
2940723779,node,53.3517158,-6.2830169,clothes,Grants,"7-8, Manor Street, Dublin",Manor Street,Dublin,
2940723780,node,53.3515398,-6.2828841,herbalist,Manor Health,"4, Manor Street, Dublin",Manor Street,Dublin,
2940723783,node,53.3514738,-6.2828161,dry_cleaning,VIP Dry Cleaners,"3, Manor Street, Dublin",Manor Street,Dublin,
2941009330,node,53.3817795,-6.5946385,department_store,Manor Mills Shopping Centre,"2, Mill Street, Maynooth, W23HE22",Mill Street,Maynooth,W23HE22
2941035015,node,53.373982,-6.5877776,hairdresser,Hair Therapy,,,,
2942700243,node,53.2941696,-6.133857,boat,Viking Marine,"Marine Road, Dún Laoghaire",Marine Road,Dún Laoghaire,
2945819538,node,53.4144282,-6.3461024,kitchen,Kitchenwise.ie,"Phase 4, Northwest Business Park, Blanchardstown",Northwest Business Park,Blanchardstown,
2956114704,node,53.2712746,-6.2032529,convenience,Centra,"Central Park, Leopardstown, Dublin","Central Park, Leopardstown",Dublin,
2956548671,node,53.2792476,-6.2453048,hairdresser,College Barbers,Ballinteer Road,Ballinteer Road,,
2957220069,node,54.2764397,-9.0238109,convenience,Rathlee Convenience Store,,,,
2958741329,node,53.4016368,-6.2968396,supermarket,Eurospar,"Meakstown Commercial Centre, Dublin",Meakstown Commercial Centre,Dublin,
2958808426,node,53.3120442,-6.2754094,optician,The Dublin Eye Centre Company Limited,"14, Terenure Road East, Dublin",Terenure Road East,Dublin,
2960328582,node,53.2318448,-6.661376,convenience,Mace,Sallins Road,Sallins Road,,
2960364953,node,53.240447,-6.6606613,mobile_phone,Vodafone,,,,
2962258078,node,53.3570712,-6.2501813,bicycle,Sydney's Cycles,,,,
2962654538,node,54.4791024,-8.0932228,gift,Belleek Gift Shop,,,,
2962705679,node,53.348272,-6.2690979,outdoor,Army Bargains,"30, Mary Street Little, Dublin",Mary Street Little,Dublin,
2962870886,node,53.3816819,-6.589975,bookmaker,Paddy Power,Main Street,Main Street,,
2964354667,node,54.6421215,-5.5355812,convenience,Co-op Food,"20, New Street, Donaghadee, BT21 0AG",New Street,Donaghadee,BT21 0AG
2964371515,node,54.6012172,-5.6767568,wine,Winemark,"Donaghadee Road, Newtownards",Donaghadee Road,Newtownards,
2969412051,node,54.1150699,-9.1523426,sports,Intersport Elverys,"Pearse Street, Ballina",Pearse Street,Ballina,
2969418354,node,54.1150129,-9.1530884,doityourself,Ballina Tile and Paint Centre,,,,
2969421262,node,54.1141158,-9.1543979,newsagent,Hallahan's Newsagents and Stationery,,,,
2980306691,node,53.3470001,-6.2570975,model,Marks Models,"Hawkins Street, Dublin",Hawkins Street,Dublin,
2980316444,node,53.3245378,-6.2651058,yes,Accupuncture,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2980317232,node,53.3255163,-6.2648806,bakery,Baked,"142, Rathmines Road Lower",Rathmines Road Lower,,
2980332196,node,53.3344879,-6.2654804,stationery,The Last Bookshop,"61, Camden Street Lower, Dublin",Camden Street Lower,Dublin,
2980332197,node,53.3345931,-6.265472,jewelry,Pierced,"63, Camden Street Lower, Dublin",Camden Street Lower,Dublin,
2980366931,node,53.3353916,-6.2654444,travel_agency,Stein Travel,"Camden Street Lower, Dublin",Camden Street Lower,Dublin,
2980368134,node,53.3357938,-6.2649832,pet,Petland,"Camden Street Lower, Dublin",Camden Street Lower,Dublin,
2980368135,node,53.3356338,-6.2649614,jewelry,Tommy Moore,"Camden Street Lower, Dublin",Camden Street Lower,Dublin,
2980371228,node,53.3367555,-6.2656602,hardware,Dunnes Hardware,"27, Wexford Street, Dublin",Wexford Street,Dublin,
2980371230,node,53.3366837,-6.2653595,photo,John Gunn Camera Shop,"16, Wexford Street, Dublin",Wexford Street,Dublin,
2980371231,node,53.3367477,-6.2653787,jewelry,djinn,"15b, Wexford Street",Wexford Street,,
2981204964,node,53.3365081,-6.2652926,clothes,so lo,"Wexford Street, Dublin",Wexford Street,Dublin,
2982915543,node,53.3229418,-6.2645693,houseware,Dunnes Stores,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2982955167,node,53.3232108,-6.2646034,clothes,Cyan,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2982972428,node,53.3229196,-6.2648553,hairdresser,John Adam,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2983004982,node,53.3357308,-6.2649892,vacant,EF,"Camden Street Lower, Dublin",Camden Street Lower,Dublin,
2983274256,node,53.3225578,-6.2658237,hairdresser,Daniel & Andrew,"197-199, Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2983580706,node,53.3265716,-6.2646335,beauty,Mademoiselle @ The Beauty Boudoir,"94, Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2983580707,node,53.3265235,-6.2646335,beauty,Tanning Hub,"96, Rathmines Road Lower",Rathmines Road Lower,,
2983580708,node,53.3262485,-6.2647353,bakery,The Orange Tree Bakery,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2983580709,node,53.3260803,-6.2647907,laundry,The Laundry & Dry Cleaning Shop,"118, Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2984153566,node,53.336079,-6.298582,electronics,Rialto Electrical Limited,"South Circular Road, Dublin",South Circular Road,Dublin,
2984153567,node,53.336017,-6.2983299,convenience,Daveys,"South Circular Road, Dublin",South Circular Road,Dublin,
2984182812,node,53.3426009,-6.2924264,convenience,Eamon & Mary's Dairy,"James Street, Dublin",James Street,Dublin,
2984182813,node,53.342588,-6.292531,convenience,Christy's Hospital Stop Shop,"James Street, Dublin",James Street,Dublin,
2984215089,node,53.3224662,-6.2649406,hairdresser,Doran,"Castlewood Avenue, Dublin",Castlewood Avenue,Dublin,
2984215090,node,53.322423,-6.265277,vacant,Unknown,Castlewood Avenue,Castlewood Avenue,,
2984215091,node,53.3224582,-6.2650839,tattoo,South Ink Tattoo,"Castlewood Avenue, Dublin",Castlewood Avenue,Dublin,
2985495381,node,53.3311098,-6.251756,carpet,Natural Flooring Co.,"143, Leeson Street Upper, Dublin, D04 V2P7",Leeson Street Upper,Dublin,D04 V2P7
2985529937,node,53.3253083,-6.2546922,hairdresser,Grafton Barbers,"52, Ranelagh, Dublin",Ranelagh,Dublin,
2985539886,node,53.3235768,-6.2648098,books,Book Station,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2985546554,node,53.3361789,-6.265124,funeral_directors,Corrigan & Sons,"5, Camden Street Lower",Camden Street Lower,,
2985548432,node,53.3368919,-6.2653817,furniture,decor furniture gallery,"14a, Wexford Street, Dublin",Wexford Street,Dublin,
2985549135,node,53.3371073,-6.2654592,massage,Super Thai Massage,"10, Wexford Street, Dublin",Wexford Street,Dublin,
2985550095,node,53.323452,-6.2647878,photo,Swan Image Express,"Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2985550096,node,53.3234904,-6.2649273,yes,The Hopsack,Rathmines Road Lower,Rathmines Road Lower,,
2985558133,node,53.3227294,-6.2657466,beauty,Heaven Face and Body Clinic,"189, Rathmines Road Lower, Dublin",Rathmines Road Lower,Dublin,
2986704951,node,53.3455462,-6.2608762,tattoo,Golden Cat Tattoo Studio,"49, Fleet Street, Dublin",Fleet Street,Dublin,
2986730985,node,53.3229268,-6.2793729,clothes,Waffa,"Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986757645,node,53.322788,-6.2795058,hairdresser,Garrett Stevens,"Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986757646,node,53.3227057,-6.279456,vacant,Les Fleurs (Moved),"204, Harold's Cross Road",Harold's Cross Road,,
2986757647,node,53.3226839,-6.2795661,clothes,Tallon Tailoring & Formal Dress Hire Service,"206, Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986782719,node,53.3225583,-6.2795204,antiques,Harolds Bazaar,"208, Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986782723,node,53.3203025,-6.278969,yes,The Depot,"278, Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986821033,node,53.3205327,-6.2790574,vacuum_cleaner,Hoover Centre,"Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986844481,node,53.3204469,-6.2790509,yes,Designer Spray,"274, Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986844484,node,53.3199479,-6.2789381,coffee,3fe Five Points,"288a, Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986844485,node,53.3196474,-6.2789984,electronics,PC-universe.net (moved),"Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986852513,node,53.3194873,-6.2789743,hairdresser,The Turkish Barbers,"Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2986860519,node,53.3182317,-6.2792089,electrical,Kenilworth Electrical,"253, Harold's Cross Road, Dublin",Harold's Cross Road,Dublin,
2987951556,node,53.3285628,-6.2576487,tyres,Chaulkey Tyres,"Dartmouth Terrace, Dublin",Dartmouth Terrace,Dublin,
2988253830,node,53.3437852,-6.2619448,clothes,Columbia,"Trinity Street, Dublin",Trinity Street,Dublin,
2988268721,node,53.3438909,-6.2620829,hairdresser,Sankiev,"3, Trinity Street, Dublin",Trinity Street,Dublin,
2988297340,node,53.3462898,-6.2589143,convenience,Mini India,"28, Westmoreland Street, Dublin",Westmoreland Street,Dublin,
2988406958,node,53.3197775,-6.2907702,hairdresser,Rickyna,"5, Sundrive Road",Sundrive Road,,
2988406964,node,53.3194984,-6.2909209,jewelry,Argus Jewellers,"169, Kimmage Road Lower, Dublin",Kimmage Road Lower,Dublin,
2988406966,node,53.319406,-6.2910089,beauty,be U. Nail & Bauty Clinic,"Kimmage Road Lower, Dublin",Kimmage Road Lower,Dublin,
2988406967,node,53.319368,-6.2910496,computer,Techmate.ie,"175, Kimmage Road Lower, Dublin",Kimmage Road Lower,Dublin,
2988418882,node,53.3193075,-6.2911228,convenience,Mace,"177, Kimmage Road Lower, Dublin",Kimmage Road Lower,Dublin,
2988418886,node,53.3191098,-6.2913613,hairdresser,The Regal Barbers,"185, Kimmage Road Lower, Dublin",Kimmage Road Lower,Dublin,
2988418887,node,53.319709,-6.2906318,hairdresser,Venus Hair Salon,"1, Sundrive Road",Sundrive Road,,
2988436106,node,53.3198763,-6.2909347,hardware,Expert Hardware,"9, Sundrive Road",Sundrive Road,,
2988436107,node,53.319992,-6.2911757,bookmaker,Paddy Power,Sundrive Road,Sundrive Road,,
2988436108,node,53.3199405,-6.2910666,charity,Sue Ryder Foundation,"11, Sundrive Road",Sundrive Road,,
2988441918,node,53.319586,-6.2910476,laundry,Kimmage Cleaners,"Sundrive Road, Dublin",Sundrive Road,Dublin,
2988441919,node,53.3195627,-6.2909724,shoes,C & D Shoes,"169B, Kimmage Road Lower, Dublin",Kimmage Road Lower,Dublin,
2988468449,node,54.567964,-5.9081258,confectionery,The House of Cupcakes,"26, Knockbracken Park, Belfast, BT6 0HL",Knockbracken Park,Belfast,BT6 0HL
2988470734,node,53.3196613,-6.2911613,seafood,Sundrive Fish Sale's Fresh Fish Shop,"Sundrive Road, Dublin",Sundrive Road,Dublin,
2988565389,node,54.0064168,-6.4051273,jewelry,MIDAS,,,,
2988567849,node,54.0065564,-6.4051795,butcher,MICHAEL WHITE & SONS,,,,
2988623761,node,54.4217273,-6.4382003,supermarket,Tesco,,,,
2988783066,node,53.3196355,-6.2910949,clothes,K-Wear,"Sundrive Road, Dublin",Sundrive Road,Dublin,
2988783079,node,53.3201266,-6.2913889,frame,Gallery 23,"23, Sundrive Road",Sundrive Road,,
2988783080,node,53.3201608,-6.2914444,bookmaker,BoyleSports,"23-25, Sundrive Road, Dublin",Sundrive Road,Dublin,
2988815331,node,53.3198027,-6.2914484,convenience,Rosebud,Dublin,,Dublin,
2988815332,node,53.3197514,-6.2915162,clothes,W12,,,,
2988816136,node,53.3193944,-6.2918402,clothes,Unknown,,,,
2988816137,node,53.3196658,-6.2916448,hardware,Sundrive Hardware & DIY,Dublin,,Dublin,
2988876327,node,53.3197584,-6.2924831,car_repair,Crofton Motors Ltd,"18, Sundrive Road, Dublin",Sundrive Road,Dublin,
2988924264,node,53.3202893,-6.2916531,hairdresser,Smart & Stylish,Sundrive Road,Sundrive Road,,
2988924265,node,53.3203233,-6.2917083,dry_cleaning,Clothing Alterations,Sundrive Road,Sundrive Road,,
2988924267,node,53.3204201,-6.2918655,bicycle,Wolfe Cycles,"31, Sundrive Road",Sundrive Road,,
2988924274,node,53.3201018,-6.2921086,yes,Bobby's Electrical Repairs,"Sundrive Road, Dublin",Sundrive Road,Dublin,
2988931461,node,53.3207297,-6.2922963,butcher,Paul's Family Butchers,"39, Sundrive Road",Sundrive Road,,
2988944622,node,53.3208782,-6.2932728,convenience,Shay's,"Blarney Park, Dublin",Blarney Park,Dublin,
2988944624,node,53.3209048,-6.2925475,charity,Irish Cancer Society,"47, Sundrive Road",Sundrive Road,,
2989094423,node,54.0065545,-6.4052958,greengrocer,Super Fresh,,,,
2989107649,node,54.0048145,-6.3977926,bakery,The Home Bakery,"1-2, Jocelyn Street, A91 FP89",Jocelyn Street,,A91 FP89
2989444811,node,54.0041083,-6.4023793,travel_agency,Unknown,,,,
2989444812,node,54.0039917,-6.4033905,mobile_phone,Vodafone,,,,
2989513712,node,53.3530389,-6.2553664,charity,Vincent's,"91, Sean Mac Dermott Street Lower",Sean Mac Dermott Street Lower,,
2989838572,node,54.002649,-6.3790604,paint,Colour Trend,,,,
2989946088,node,53.3208103,-6.2933609,laundry,Sundry Laundry,"48b, Blarney Park, Dublin",Blarney Park,Dublin,
2989946089,node,53.3209127,-6.2932551,hairdresser,Hair Control,,,,
2989946091,node,53.3210129,-6.2933445,carpet,Down Syndrome Ireland Charity Shop Kimmage,Sundrive Road,Sundrive Road,,
2989946092,node,53.3210693,-6.2934113,tyres,Kimmage Tyre Centre,Sundrive Road,Sundrive Road,,
2989946093,node,53.3211559,-6.2935366,electronics,Sundrive Electrical,Sundrive Road,Sundrive Road,,
2989946094,node,53.321116,-6.2934813,hairdresser,Medusa Hair Works,Sundrive Road,Sundrive Road,,
2990307827,node,55.0939947,-8.2838978,yes,Happy Days,,,,
2990324339,node,53.3229397,-6.2952423,car,Cambridge Motor Company,"108, Sundrive Road, Dublin",Sundrive Road,Dublin,
2990324344,node,53.3232322,-6.2954391,convenience,Granny Smiths,"114, Sundrive Road, Dublin",Sundrive Road,Dublin,
2990830227,node,53.3243752,-6.2963968,bookmaker,Paddy Power,"138, Sundrive Road, Dublin",Sundrive Road,Dublin,
2990859842,node,53.3233476,-6.2955525,car_parts,Sundrive Motor Factors,"118, Sundrive Road, Dublin",Sundrive Road,Dublin,
2990859843,node,53.3233684,-6.2956652,bookmaker,Ladbrokes,"120, Sundrive Road, Dublin",Sundrive Road,Dublin,
2990859848,node,53.3248791,-6.2965041,convenience,Get Fresh,"Sundrive Road, Dublin",Sundrive Road,Dublin,
2990902698,node,53.3573146,-6.2681476,convenience,Camelot Store,Berkeley Street,Berkeley Street,,
2990938872,node,53.5594967,-6.789811,newsagent,Tobins,"Haggard Street, Trim",Haggard Street,Trim,
2990944067,node,53.5583959,-6.7893578,beauty,House of Beauty,"Haggard Street, Trim",Haggard Street,Trim,
2990944068,node,53.5582934,-6.7893393,clothes,Ted Murtagh,"Haggard Street, Trim",Haggard Street,Trim,
2990950824,node,53.5584464,-6.7891464,shoes,Jack Kiernan,"Haggard Street, Trim",Haggard Street,Trim,
2990950825,node,53.5587535,-6.7894979,laundry,Castle Cleaners,"Haggard Street, Trim",Haggard Street,Trim,
2990950826,node,53.5586711,-6.789437,gift,Gifts & Gadgets,"Haggard Street, Trim",Haggard Street,Trim,
2990950827,node,53.5580973,-6.7893098,health_food,Trim 'n Healthy,"Haggard Street, Trim",Haggard Street,Trim,
2991107246,node,53.3275274,-6.3044852,hairdresser,Gents Barbers - Ross Brown,"Bangor Drive, Dublin",Bangor Drive,Dublin,
2991107248,node,53.3274111,-6.3044931,beauty,Tanya's,"Bangor Drive, Dublin",Bangor Drive,Dublin,
2991107249,node,53.327365,-6.3046572,butcher,Brown's Family Butchers,"Old County Road, Dublin",Old County Road,Dublin,
2991107252,node,53.3273821,-6.3045435,convenience,O'Briens Newsagents,"107, Old County Road, Dublin",Old County Road,Dublin,
2991107253,node,53.3273461,-6.3048807,butcher,County Meats,"Old County Road, Dublin",Old County Road,Dublin,
2991107254,node,53.3273502,-6.3050032,yes,Wow Discount€rs,"Old County Road, Dublin",Old County Road,Dublin,
2991107255,node,53.3273615,-6.3051189,convenience,Daybreak,"Old County Road, Dublin",Old County Road,Dublin,
2991127656,node,53.3273467,-6.3048075,greengrocer,Neil's Fruit & Veg,Old County Road,Old County Road,,
2991127658,node,53.3273762,-6.3053384,clothes,Maries Fashions,"Old County Road, Dublin",Old County Road,Dublin,
2991127659,node,53.3273857,-6.3055746,convenience,Jaymarc's FoodStore,"Old County Road, Dublin",Old County Road,Dublin,
2991127660,node,53.3273756,-6.3054165,hairdresser,Pauls Barber Shop,"Old County Road, Dublin",Old County Road,Dublin,
2991141749,node,53.3274614,-6.3055195,hairdresser,Old County Barber Shop,"Clonard Road, Dublin",Clonard Road,Dublin,
2991141751,node,53.3274245,-6.3062999,tailor,Unknown,,,,
2991309041,node,54.0020518,-6.385578,car_parts,Fyfes Car Parts,,,,
2991324335,node,54.0003349,-6.3852374,computer,CPI Business Solutions,,,,
2991570318,node,53.3276069,-6.303692,locksmith,Cannon's Locksmiths & Shoe Repairs,"Old County Road, Dublin",Old County Road,Dublin,
2991986751,node,54.0023458,-6.3826751,baby_goods,Sweet Little Baby,,,,
2992090148,node,53.3272752,-6.3083458,bathroom_furnishing,A&R Bathrooms,"Old County Road, Dublin",Old County Road,Dublin,
2992569887,node,53.3202155,-6.3162471,convenience,Tesco Express,"10-10a, Saint Agnes Road, Dublin",Saint Agnes Road,Dublin,
2992608152,node,53.3274045,-6.3090976,optician,Ramon Eppel,"Crumlin Road, Dublin",Crumlin Road,Dublin,
2992608165,node,53.3272932,-6.308524,electrical,Sharfix,"Old County Road, Dublin",Old County Road,Dublin,
2992608166,node,53.3272318,-6.3085813,florist,Abbie Lou Flowers,,,,
2992608167,node,53.3275146,-6.3082264,convenience,Spar Express,"237, Crumlin Road, Dublin",Crumlin Road,Dublin,
2992608169,node,53.3273706,-6.3094979,hairdresser,Salon Nova,"Crumlin Road, Dublin",Crumlin Road,Dublin,
2992608171,node,53.3273357,-6.3096551,charity,Vincent's,Crumlin Road,Crumlin Road,,
2992608172,node,53.3273033,-6.3097649,yes,Woodstyles,"Crumlin Road, Dublin",Crumlin Road,Dublin,
2992608173,node,53.3272673,-6.3098973,yes,MT Windows & Doors,"Crumlin Road, Dublin",Crumlin Road,Dublin,
2992678248,node,53.3274777,-6.3105284,convenience,Iveagh Stores,"284, Crumlin Road, Dublin",Crumlin Road,Dublin,
2992704547,node,53.324839,-6.3178916,car_repair,Trans Tyres Crumlin,,,,
2992704548,node,53.3247437,-6.317748,vacant,Unknown,"Saint Mary's Road, Dublin",Saint Mary's Road,Dublin,
2992718487,node,53.3245714,-6.3179634,yes,Abbey Glass & DIY Centre,"Saint Mary's Road, Dublin",Saint Mary's Road,Dublin,
2992718490,node,53.3246275,-6.3178843,car_parts,George Brennan,"Saint Mary's Road, Dublin",Saint Mary's Road,Dublin,
2993100928,node,53.3344549,-6.3193587,convenience,Spar,"Galtymore Road, Dublin",Galtymore Road,Dublin,
2993100929,node,53.3341881,-6.3197621,convenience,Get Fresh,"Galtymore Road, Dublin",Galtymore Road,Dublin,
2993101564,node,53.3342566,-6.3196672,butcher,Unknown,,,,
2993101565,node,53.3343345,-6.3195485,charity,NCBI,Galtymore Road,Galtymore Road,,
2993101567,node,53.3343758,-6.3196098,yes,Eileens,,,,
2993101568,node,53.3345399,-6.3192164,hardware,____ Hardware,"Galtymore Road, Dublin",Galtymore Road,Dublin,
2993101569,node,53.334599,-6.3190622,clothes,_____ Clothing,"Galtymore Road, Dublin",Galtymore Road,Dublin,
2993101576,node,53.3345836,-6.3191333,yes,Unknown,,,,
2993554968,node,53.5574865,-6.7873038,books,Antonia's Bookstore,,,,
2993554978,node,53.5549147,-6.7912675,newsagent,Castle Store,"Castle Street, Trim",Castle Street,Trim,
2993686235,node,53.9977958,-6.4056293,clothes,F&F,,,,
2993721208,node,53.9977044,-6.4042458,hairdresser,Chapz,,,,
2993749538,node,54.0024009,-6.4019658,hairdresser,Unknown,,,,
2993765033,node,54.0051833,-6.4027221,butcher,Unknown,,,,
2993765035,node,54.0054306,-6.4032231,florist,Unknown,,,,
2993765037,node,54.005421,-6.4033142,locksmith,Unknown,,,,
2993765038,node,54.0053599,-6.403347,hairdresser,Unknown,,,,
2993783960,node,53.9978116,-6.4046962,seafood,Unknown,,,,
2994248415,node,53.3304721,-6.2641584,antiques,Christy Bird,"32, Richmond Street South",Richmond Street South,,
2994248416,node,53.3306992,-6.2642049,vacant,Unknown,"28, Richmond Street South",Richmond Street South,,
2994248419,node,53.3309275,-6.264267,convenience,Makkah Halal Foods Ltd.,"Richmond Street South, Dublin",Richmond Street South,Dublin,
2994248420,node,53.3309831,-6.2642836,musical_instrument,Sound Gear,"24, Richmond Street South",Richmond Street South,,
2994248422,node,53.3311461,-6.2643354,convenience,Richmond Stop,"Richmond Street South, Dublin",Richmond Street South,Dublin,
2994323503,node,53.3309568,-6.2646384,beauty,Roches,"Richmond Street South, Dublin",Richmond Street South,Dublin,
2994323506,node,53.3309978,-6.264649,laundry,One World Laundrette,Richmond Street South,Richmond Street South,,
2994364214,node,53.3319998,-6.2644272,vacant,Unknown,Richmond Street South,Richmond Street South,,
